channel_elevation,channel_slope_r,channel_slope,channel_curvature,channel_dist_along,channel_dist_to_river_center,ridge1_elevation,ridge1_slope_r,ridge1_slope,ridge1_curvature,ridge1_dist_along,ridge1_dist_to_river_center,floodplain1_elevation,floodplain1_slope_r,floodplain1_slope,floodplain1_curvature,floodplain1_dist_along,floodplain1_dist_to_river_center,ridge2_elevation,ridge2_slope_r,ridge2_slope,ridge2_curvature,ridge2_dist_along,ridge2_dist_to_river_center,floodplain2_elevation,floodplain2_slope_r,floodplain2_slope,floodplain2_curvature,floodplain2_dist_along,floodplain2_dist_to_river_center,width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,type,reach_id,node_id
410.5,0.0,0.755758522461197,0.0,19350.00000000043,0.11548387202128652,417.69,0.0013333333333361173,0.755758522461197,2.733490517274763e-16,26940.000000000204,7590.115483871796,413.6,0.00024242424242433973,0.755758522461197,-3.3057851239488888e-06,43079.99999999864,23730.11548387023,,,,,,,,,,,,,218.0,185.555555555556,1.0080225522328,218.0,4656010,1,2,34366.087878642,1353.50688906803,1,62269900571,62269900570411
412.09,1.9157088122698197e-06,0.755758522461197,-7.835818378796118e-10,39210.00000000305,138.34322580354637,416.45,0.0,0.755758522461197,-1.2345679012352913e-06,49380.00000000237,10031.656774195777,412.7,0.0004999999999998257,0.755758522461197,6.81818181816981e-06,57240.00000000159,17891.656774195,422.51,0.00019444444444439405,0.755758522461197,5.401234567898961e-07,25350.00000000354,13998.343225803055,419.32,1.5873015873001896e-05,0.755758522461197,-2.519526329049709e-07,12840.00000000272,26508.343225803874,352.5,1186.25,1.01293882549209,352.5,4654002,1,2,34519.5092671929,2589.43104838794,1,62269900571,62269900570311
407.0,0.0,0.755758522461197,0.0,76200.00000000077,99.69251613157394,421.78,0.0,0.755758522461197,-2.1250758955717854e-07,55499.99999999728,20600.30748387192,416.78,0.0,0.755758522461197,7.222222222421654e-05,11699.99999999973,64400.30748386947,419.86,0.0007222222222221969,0.755758522461197,-1.635802469122236e-05,98040.00000000084,21939.692516131647,413.24,3.4364261168356375e-06,0.755758522461197,-7.51841223731845e-08,112589.9999999986,36489.692516129406,572.0,4047.84,1.09566812201203,572.0,4652004,1,3,34665.7390281554,4371.0063170974,1,62269900571,62269900570211
405.5,0.0,0.755758522461197,0.0,33240.00000000099,137.67290322610643,413.7,0.0,0.755758522461197,-4.7619047619150304e-07,29100.000000001808,4002.327096773075,408.05,0.0,0.755758522461197,0.0,23549.999999998658,9552.327096776226,418.59,0.010000000000102243,0.755758522461197,0.0001888888888963631,43800.00000000057,10697.672903225684,414.02,0.003833333333334101,0.755758522461197,6.129076838034067e-05,62729.999999999854,29627.67290322497,323.0,418.138888888889,1.03232659207652,975.0,4649992,2,2,34807.1743707257,1385.20756958727,1,62269900571,62269900570111
406.17,2.8846153846139775e-05,0.998240963219125,-1.2728057199208906e-06,38669.99999999702,1280.3779354828948,416.62,0.012999999999873429,0.998240963219125,0.0002777777777708791,41099.99999999569,3710.3779354815706,414.95,0.0002795321637427032,0.998240963219125,-2.510402061031273e-07,56279.99999999369,18890.37793547957,,,,,,,,,,,,,325.0,1546.96,1.01967838263187,1152.0,4647598,2,3,34984.5678512377,2023.51317835286,1,62269900561,62269900560551
403.64,2.873563218388017e-06,0.998240963219125,-4.944097635088846e-06,40290.00000000324,3.499395676080894,404.36,0.0,0.998240963219125,-5.555555555591851e-05,34950.00000000266,5336.500604324494,404.05,1.0498687664046784e-05,0.998240963219125,-1.3080194935909637e-11,33150.000000002095,7136.500604325061,407.63,0.018666666666594306,0.998240963219125,0.00034444444443786624,45390.00000000338,5103.499395676226,407.61,4.166666666665214e-05,0.998240963219125,-2.7343749999902167e-06,46410.00000000308,6123.499395675921,341.0,1872.33333333333,1.01264947362048,1152.0,4643590,2,2,35248.2608628095,1630.06720331505,1,62269900561,62269900560351
397.5,0.0,0.998240963219125,0.0,12899.99999999884,87.31225806482325,410.17,0.0,0.998240963219125,0.0,5069.999999998467,7917.312258065196,409.67,0.0,0.998240963219125,1.6666666666839723e-05,3450.0000000000946,9537.312258063568,409.62,0.0016666666666577486,0.998240963219125,1.1111111110508148e-05,21989.999999998538,9002.687741934875,411.71,0.07233333333366529,0.998240963219125,0.002411111111133287,23639.99999999848,10652.687741934817,180.5,504.555555555556,1.01848850493708,180.5,4641594,1,1,35387.2989961837,1320.76342425425,1,62269900561,62269900560251
396.0,0.0,0.998240963219125,0.0,33900.00000000141,262.0814193552942,400.53,0.1763333333322221,0.998240963219125,0.004699999999925892,20520.00000000234,13117.918580643778,405.7,0.005166666666726226,0.998240963219125,-5.2777777775077314e-05,10170.000000000478,23467.918580645637,,,,,,,,,,,,,341.0,1480.13888888889,1.0071468180956,1152.0,4639604,3,3,35528.734338754,640.602221562165,1,62269900561,62269900560151
394.0,0.0,0.998240963219125,0.0,31439.999999997865,422.6114838714493,406.92,0.0,0.998240963219125,0.0,21869.99999999898,9992.611483870332,405.28,0.0003333333333336542,0.998240963219125,5.5555555555555135e-06,15299.999999999569,16562.611483869747,426.42,0.015999999999857028,0.998240963219125,0.0003666666666574636,37769.999999997046,5907.388516127732,420.13,0.0029999999999722454,0.998240963219125,-0.0007444444444448233,46109.99999999729,14247.38851612798,331.0,2163.84,1.00664355889892,1152.0,4637569,2,2,35667.7724721282,1142.36975904121,1,62269900561,62269900560051
392.0,0.0,0.79554783164416,0.0,52769.99999999996,33.099870967715106,405.57,9.876543209873203e-05,0.79554783164416,-4.610577655831985e-06,23190.000000000902,29546.900129031346,402.56,4.9309664694292874e-06,0.79554783164416,-2.547422864902194e-06,10139.999999999674,42596.900129032576,,,,,,,,,,,,,497.0,1673.76,1.00107903719972,2460.0,4635174,3,4,35823.5910698752,1747.07143548954,1,62269900551,62269900550491
390.5,0.0,0.79554783164416,0.0,81989.99999999996,484.82490322424565,403.28,0.000148148148148116,0.79554783164416,-1.7604023776845902e-06,67950.00000000099,14524.824903223212,396.45,2.7983539094648946e-05,0.79554783164416,5.776521194248237e-05,12149.999999999653,70324.82490322455,,,,,,,,,,,,,614.0,260.64,1.05175954178075,2460.0,4633167,3,4,35955.4375756611,5485.5773811707,1,62269900551,62269900550391
388.5,0.0,0.79554783164416,-2.6468155500485097e-06,109019.9999999992,3115.248252675927,400.34,0.003999999999949705,0.79554783164416,7.777777777417383e-05,89790.00000000179,22345.248252673337,384.13,6.265664160395413e-07,0.79554783164416,1.6342960313914066e-05,15959.999999999724,96175.2482526754,,,,,,,,,,,,,808.0,6542.0,1.05175954178075,2460.0,4631150,3,4,36092.0784998392,5485.5773811707,1,62269900551,62269900550291
387.0,0.0,0.79554783164416,0.0,46439.999999998014,1149.5899354852154,396.12,0.002666666666715936,0.79554783164416,2.2222222225230976e-05,35369.99999999964,9920.410064513155,395.27,4.166666666672177e-05,0.79554783164416,1.736111111117282e-07,7859.999999999623,37430.41006451318,,,,,,,,,,,,,364.5,135.472222222222,1.00803200126853,2460.0,4629151,3,3,36247.8970975861,2271.29918837261,1,62269900551,62269900550191
385.0,0.0,0.79554783164416,0.0,33359.99999999745,518.6676129035695,385.0,0.0,0.79554783164416,0.0,26339.9999999973,6501.332387096583,393.05,1.5503875968983744e-05,0.79554783164416,1.2018508503092513e-08,14039.999999998829,18801.332387095055,,,,,,,,,,,,,276.0,1573.55555555556,1.00958746862947,2460.0,4627137,3,3,36401.318486137,3724.91288833231,1,62269900551,62269900550091
383.0,0.0,0.72639134536058,0.0,70259.99999999706,7.132258062119945,394.67,0.0,0.72639134536058,-2.063492063493462e-06,52709.99999999646,17542.867741938484,391.27,0.0,0.72639134536058,-8.291873963532035e-08,35009.99999999828,35242.86774193666,,,,,,,,,,,,,544.0,576.64,1.01339600652336,2715.0,4624731,3,3,36576.3147574528,2221.8154762642,1,62269900541,62269900540531
381.5,0.0,0.72639134536058,0.0,119010.00000000204,3180.914322579425,381.0,0.0,0.72639134536058,0.0,93480.00000000274,28710.914322578727,381.2,0.0,0.72639134536058,-1.0683760683756934e-06,20580.00000000005,101610.9143225814,,,,,,,,,,,,,897.0,2402.64,1.05325162774065,2715.0,4622725,7,8,36712.9556816309,5224.70079013951,1,62269900541,62269900540431
379.5,0.0,0.72639134536058,0.0,66899.99999999885,20.214580643427325,390.1,4.301075268815244e-05,0.72639134536058,-1.3296334836319573e-07,77489.99999999924,10610.21458064382,387.47,0.0,0.72639134536058,-7.62527233103268e-07,99630.00000000135,32750.21458064593,381.0,0.0,0.72639134536058,0.0,51929.99999999907,14949.785419356354,386.51,0.0029999999999787935,0.72639134536058,8.888888888749685e-05,47129.99999999988,19749.78541935554,563.5,772.333333333333,1.05325162774065,2715.0,4620730,4,4,36849.596605809,5224.70079013951,1,62269900541,62269900540331
378.0,0.0,0.72639134536058,0.0,38939.99999999861,1327.787096773136,385.25,0.0046666666666894145,0.72639134536058,-0.0005333333333303865,21569.999999999916,16042.212903225558,385.65,0.00019047619047600744,0.72639134536058,-6.802721088425693e-07,19079.99999999936,18532.212903226115,387.36,0.0003095238095236539,0.72639134536058,-4.024943310748658e-06,42989.99999999876,5377.787096773289,384.01,7.619047619046842e-05,0.72639134536058,-6.853111615028801e-08,59759.99999999846,22147.787096772983,284.0,187.805555555556,1.02425653360934,284.0,4618726,1,1,36993.4291575755,1134.57639226537,1,62269900541,62269900540231
380.15,0.00019999999999980385,0.72639134536058,-3.600000000008671e-05,80940.0000000016,7.62941935507115,387.17,0.0003833333333336333,0.72639134536058,6.388888888898381e-07,47010.00000000232,33937.62941935435,384.67,0.0013333333333387044,0.72639134536058,6.683094471368984e-16,21690.00000000041,59257.629419356264,391.57,0.0026666666666777775,0.72639134536058,-2.2222222222180454e-05,118830.00000000343,37882.37058064676,387.69,0.0,0.72639134536058,-1.9607843137337475e-06,125730.00000000292,44782.37058064625,586.5,310.472222222222,1.01527497007977,2715.0,4616727,3,5,37127.6728725575,3811.56346064518,1,62269900541,62269900540131
374.5,0.0,0.72639134536058,0.0,76200.00000000153,449.60890322686464,374.5,0.0,0.72639134536058,0.0,64560.00000000179,11190.391096772873,381.44,0.0,0.72639134536058,-1.8214936247693346e-07,55500.00000000088,20250.391096773783,381.91,2.6666666666683153e-05,0.72639134536058,-1.5377777777740065e-06,94830.0000000014,19079.608903226734,380.24,3.436426116839235e-05,0.72639134536058,-1.6001228138523003e-07,112590.000000002,36839.60890322733,572.0,860.64,1.0370270373175,2715.0,4614711,3,3,37276.2998427161,1719.18585411003,1,62269900541,62269900540031
372.5,0.0,1.0318088439051,0.0,43920.000000002365,420.84838709933683,381.37,0.0013333333333269012,1.0318088439051,-0.00022222222222158437,36450.00000000221,7049.151612900816,375.0,0.0,1.0318088439051,0.0,11700.000000001728,31799.1516129013,379.01,0.0009999999999937548,1.0318088439051,3.3333333332947305e-05,68280.00000000284,24780.84838709981,379.09,2.0238095238098852e-05,1.0318088439051,-6.393996734075566e-09,89280.00000000188,45780.84838709885,407.5,845.138888888889,1.00172455931753,2715.0,4612322,2,3,37444.1044864436,878.276734224807,1,62269900531,62269900530871
371.0,0.0,1.0318088439051,0.0,50310.00000000347,618.3818064473016,382.52,0.0008550724637685575,1.0318088439051,-6.931316950265393e-07,43110.00000000234,7818.381806448429,377.93,1.458333333333147e-05,1.0318088439051,1.1813911170521897e-09,40860.00000000293,10068.38180644784,,,,,,,,,,,,,429.0,4533.71428571429,1.01408139007289,2715.0,4610334,2,3,37595.1286657983,2477.64869178604,1,62269900531,62269900530771
369.0,0.0,1.0318088439051,0.0,78059.99999999416,1386.7383225744125,378.98,0.008999999999951084,1.0318088439051,8.888888888164489e-05,44189.99999999682,32483.261677422932,372.22,0.002333333333321985,1.0318088439051,-2.2222222221884857e-05,11879.99999999954,64793.26167742021,,,,,,,,,,,,,540.0,2357.91836734694,1.02745347372432,2715.0,4608332,4,5,37750.9472635453,2400.20279141008,1,62269900531,62269900530671
